,item,originLabel,cultureLabel,ethnic_groupLabel,off_languageLabel,nameLabel,movementLabel,genreLabel,main_subjectLabel,memorializedLabel,sign_eventLabel,narrative_locLabel,countryLabel,taxonLabel,jurisdictionLabel,based_onLabel,part_ofLabel,native_labelLabel,cuisineLabel,areaLabel,used_byLabel,useLabel,political_ideoLabel,religionLabel,political_partyLabel,participant_inLabel,endemicLabel,indigenousLabel,country_sportLabel,subclass_ofLabel
4792,Q3933322,,,,,,,,,,,,,,Ancient Rome,,,,,,,,,,,,,,,Roman law
4793,Q2412834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sports team
4794,Q674950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neighborhood
4795,Q985488,People's Republic of China,,,,,,,,,,,People's Republic of China,,,,,社区,,,,,,,,,,,,neighborhood
4796,Q786014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,architectural structure
4797,Q3427953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sports team
4798,Q24694,,,,,,,,,,,,,,Virginia,,,,,,,,,,,,,,,
4799,Q7316555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plantae
4800,Q17051962,,,,,,,,,,,,Brazil,,,,,,,,,,,,,,,,,
4801,Q573607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,government agency
4802,Q166816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,photographic film
4803,Q17078348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,musical group
4804,Q7318739,,,,,,,,,,,,People's Republic of China,,,,,,,,,,,,,,,,,government
4805,Q936371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poet
4806,Q584,,,,,,,,,,,,Switzerland,,,,Rhine basin,Rhein,,,,,,,,,,,,
4807,Q10360338,,,,,,,,,,,,,Cowfish,,,,,,,,,,,,,,,,
4808,Q280656,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
4809,Q545830,,,,,,,opera,,,,,,,,,,,,,,,,,,,,,,
4810,Q59874,,,,,,atheism,,,,,,,,,,,,,,,,,atheism,,,,,,
4811,Q48410,,,,,,,,,,,,,,,,,,,,,,,Tibetan Buddhism,,,,,,
4812,Q85907,,,,,,,,,,,,,,,,,,,,,,,,German Fatherland Party,,,,,
4813,Q126074,,,,,,pop art,New Figuration,,,,,,,,,,,,,,,,,,4. documenta,,,,
4814,Q9588,,,,,,Operation Condor,,,,Watergate scandal,,,,,,,,,,,,,Quakers,Republican Party,,,,,
4815,Q1511,,,,,,,opera,,,,,,,,,,,,,,,,Lutheranism,,,,,,
4816,Q7330715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4817,Q40270,Czech Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4818,Q81243,,,,,,,,,,,,Latvia,,,,,Rīgas Autobusu Fabrika,,,,,,,,,,,,
4819,Q352055,,,,,,,,coining,,,,,,,,town privileges,,,,,,,,,,,,,
4820,Q356851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jura regalia
4821,Q694719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4822,Q708363,,,,,,,,,,,,,,,,political science,,,,,,,,,,,,,
4823,Q25004657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,law
4824,Q190804,,,,,,,,,,construction,,Netherlands,,,,,,,,,,,,,,,,,
4825,Q29420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4826,Q1296227,,,,,,,,,,,,Norway,,,,,,,,,,,,,,,,,
4827,Q1330749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monument
4828,Q922176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,model
4829,Q7334818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ritual
4830,Q687721,,,,,,,,,,,,Switzerland,,,,,,,,,,,,,,,,,
4831,Q269311,,,,,,,,,,,,Switzerland,,,,,,,,,,,,,,,,,
4832,Q739914,,,,,,,,Rio de Janeiro,,,,United States,,,,,,,,,hotel,,,,,,,,
4833,Q182911,,,,,,,,,,,,Brazil,,,,,Festival do Rio,,,,,,,,,,,,
4834,Q16504,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,,
4835,Q25005,United States,,,,,,musical film,,,,,,,,,,,,,,,,,,,,,,
4836,Q31192474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book
4837,Q755990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poet
4838,Q1131696,,,,,,,,,,,,,,,,"social practices, rituals and festive events",,,,,,,,,,,,,ritual
4839,Q862992,Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4840,Q1060201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ritual
4841,Q1978681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ritual
4842,Q689134,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4843,Q2155432,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
4844,Q2349677,,,,,,,,,,,,,,,,transport civil engineering,,,,,,,,,,,,,construction
4845,Q628165,,,,,,,,road trip,,,,,,,,,,,,,,,,,,,,,film
4846,Q1049667,,,,,,,,,,,,,,,,road base,,,,,,,,,,,,,building material
4847,Q3938107,,,,,,,,,,,,Barbados,,,,,,,,,,,,,,,,,tennis
4848,Q559071,Japan,,,,English,,action film,,,,,,,,,,,,,,,,,,,,,,
4849,Q25303529,,,,,,,,,,,,Peru,,,,,,,,,,,,,,,,,music festival
4850,Q516739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,traffic
4851,Q926,,,,,,,,,,,,,,,,,,,,,,,,,Amundsen's South Pole expedition,,,,
4852,Q860465,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,roast beef
4853,Q64949,,,,,,,pop music,,,,,,,,,Milli Vanilli,,,,,,,,,,,,,
4854,Q345127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clothing
4855,Q55163,,,,,,,,,,,,,,,,,,,,,,,atheism,,,,,,
4856,Q12665,,,,,,,,,,3rd World Scout Jamboree,,,,,,,,,,,,,Christian,,,,,,
4857,Q12702,,,,,,,,,,,,,,,,,,,,,,,,Conservative Party,,,,,
4858,Q366956,,,,,,,,,,,,,,,,,,,,,,,,Republican Party,,,,,
4859,Q47284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4860,Q541526,,,,,,,public art,,,,,,,,,,,,,,,,,,,,,,
4861,Q12341,,,,,,,,,,,,,,,,,,,,,,,Catholic Church,Socialist Party,,,,,
4862,Q756238,United States,,,,,,fantasy film,robot,,,,,,,,,,,,,,,,,,,,,
4863,Q253137,United States,,,,,,,,,,,,,,,,rock opera,,,,,,,,,,,,musical
4864,Q7355157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,museum
4865,Q573484,Jamaica,,,,,,,,,,,,,,ska,,Rocksteady,,,,,,,,,,,,music of Jamaica
4866,Q4247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4867,Q7361255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,transport company
4868,Q33511,United States,,,,English,,,popular culture,,,,United States,,,,,,,,,,,,,,,,,
4869,Q474970,,Ancient Rome,,,,,,,,,,Italy,,,,ancient Capua,,,,,,,,,,,,,
4870,Q108169,,,,,,,,,,,,Vatican City,,Sancta Sedes,,,,,,,,,Catholic Church,,,,,,
4871,Q162314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,law
4872,Q841184,,,,,,,,,,,,,,,,,,,,Voluntary Militia for National Security,,,,,,,,,salute
4873,Q1054574,,,,,,,,love,,,,,,,,,,,,,,,,,,,,,film
4874,Q46261,,,,,,,,,,,,,,,,medieval architecture,,,,,,,,,,,,,Romanesque art
4875,Q744373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Romanesque art
4876,Q1896616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4877,Q37068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4878,Q2183890,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,,
4879,Q6586192,,,,,,,,,,,,Laos,,,,,,,,,,,,,,,,,dance
4880,Q355775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4881,Q1417272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,forme fixe
4882,Q581884,Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,food
4883,Q361132,,,,,,,,,,,,,,,,roofing and sealing,,,,,,,,,,,,,building material
4884,Q108486096,Japan,,,,Japanese,,,,,,,,,,Laid-Back Camp,,,,,,,,,,,,,,
4885,Q36275,North America,,,,,,,,,,,,,,,,root beer,,,,,,,,,,,,drink
4886,Q1515065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,textile
4887,Q272435,,,,,,,,,,,,,,,,,,,,,,,,,Document about the use of the official languages of Catalonia,,,,
4888,Q634975,,,,,,,,,,,,,玫瑰,,,,,,,,food,,,,,,,,Plantae
4889,Q62942,,,,,,,,,,,,,,,,,,,,,,,,,Documenta 5,,,,
4890,Q65990,,,,,,conceptual art,,,,,,,,,,,,,,,,,,,dOCUMENTA (13),,,,
4891,Q18746,,,,,,,,,,,,Albania,,,,,,,,,,,,,,,,,
4892,Q312617,,,,,,Mannerism,,,,,,,,,,,,,,,,,,,,,,,
4893,Q2881921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4894,Q1046057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animation
4895,Q7370880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fish
4896,Q8060071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4897,Q25220272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ball game
4898,Q13382576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,athlete
4899,Q151679,,,,,,pop art,still life,,,,,,,,,,,,,,,,,,4. documenta,,,,
4900,Q112052329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cook
4901,Q13416557,,,,,,,,,,,,Polish–Lithuanian Commonwealth,,,,,,,,,,,,,,,,,city
4902,Q17146103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,government agency
4903,Q743381,,,,,,,,,,,,United Kingdom,,,,,,,,,,,,,,,,,
4904,Q537736,,,,,,,,,,,,Sweden,,,,,,,,,,,,,,,,,
4905,Q2834789,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,,
4906,Q18737,,,,,,,,,,,,Albania,,,,,,,,,,,,,,,,,
4907,Q250090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poetry
4908,Q882006,,,,,,,,,,,,Allied-occupied Germany,,,,,,,,,,,,,,,,,film
4909,Q47401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall
4910,Q108286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4911,Q108316686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,folk dance
4912,Q78484,,,,,,anthroposophy,,,,,,,,,,,,,,,,,anthroposophy,,Anthroposophical Society,,,,
4913,Q87972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4914,Q64272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4915,Q559608,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,,
4916,Q538348,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,,
4917,Q1240775,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,,
4918,Q7379446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clothing
4919,Q7379160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4920,Q7379375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,political party
4921,Q1755128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Historicism
4922,Q1749303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer
4923,Q105674,,,,,,,,,,,,,,,,physical culture,,,,,,,,,,,,,sport
4924,Q574508,,,,,,,,,,,,Denmark,,,,,,,,,,,,,,,,,
4925,Q86462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4926,Q175185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,region
4927,Q85798212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4928,Q1401605,,,,,,,,,,,,Soviet Union,,,,,,,,,,,,,,,,,avant-garde
4929,Q184928,,,,,,,,,,Coup of June 1907,,Russian Empire,,,,,,,,,,,,,,,,,
4930,Q1566557,,,,,,,,,,,,Russia,,,,,,,,,,,,,,,,,
4931,Q1048694,,,,,,,,,,,,Russia,,,,,Российская государственная библиотека,,,,,,,,,,,,
4932,Q3536402,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
4933,Q4400843,,,,,,,,,,,,Russia,,,,,,,,,,,,,,,,,wedding custom
4934,Q48795875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete block
4935,Q292169,,,,,,,,,,,,,,,,,,,,,,,,Nationalsozialistische Deutsche Arbeiterpartei,,,,,
4936,Q3453622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4937,Q64474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4938,Q514502,,,,,,,,,,,,North Korea,,,,,,,,,,,,,,,,,
4939,Q1520535,,,,French,,,,,,,,Belgium,,,,,,,Belgium,,,,,,,,,,
4940,Q60988296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4941,Q1595289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mountain
4942,Q1413317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prostitution
4943,Q7391585,,,,,,,,,,,,,,,,"social practices, rituals and festive events",,,,,,,,,,,,,ritual
4944,Q182682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4945,Q7397895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,folk dance
4946,Q16669,,,,,,,,,,,,Portugal,,,,,,,,,,,,,,,,,
4947,Q281772,,,,,,,,,,,,Kenya,,,,,,,,,,,,,,,,,rally
4948,Q7398933,,,,,,,,,,,,Iceland,,,,,,,,,,,,,,,,,
4949,Q85799163,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,
4950,Q2064809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,courtyard
4951,Q733017,,,,,,,religious art,Saint George and the Dragon,,,,Italy,,,,,,,,,,,Christianity,,,,,,
4952,Q734774,,,,,,,,,,,,United States,,,,,,,,,,,Catholic Church,,,,,,
4953,Q1370881,Japan,,,,,,fantasy anime and manga,,,,,,,,,Saint Seiya,,,,,,,,,,,,,
4954,Q3463589,,,,,,,,,,,,France,,,,Blain,,,,,,,,,,,,,
4955,Q3395851,,,,,,,,,,,,Turkey,,,,,,,,,,,,,,,,,
4956,Q9266,internationality,,,,,,,,,,,internationality,,,,,,,,,,,,,,,,,dish
4957,Q191057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunni Islam
4958,Q5431118,,,,,,,,,,,,United States,,,,,,,,,,Christian right,Christianity,,,,,,
4959,Q7404848,,,,,,,,,,,,,,,,,,,,,,,,,,,Coast Salish peoples,,tradition
4960,Q36050,,,,,,,,,,,,,willow,,,,,,,,willow,,,,,,,,tree
4961,Q3450786,,,,,,,,,,,,,,,,,,,,,,,Jainism,,,,,,
4962,Q2796766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fish
4963,Q1568754,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,salad
4964,Q78648330,,,,,,,,,,,,France,,,,,,,,,,,,,,,,,
4965,Q5364423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fish
4966,Q1880708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,architectural structure
4967,Q516766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,communication
4968,Q858893,,,,,,,,,,,,Netherlands,,,,,,,,,,,,,,,,,greeting
4969,Q678510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4970,Q6981696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monotheism
4971,Q281521,,,,,,,,,,,,Brazil,,,,,Sambódromo da Marquês de Sapucaí,,,,,,,,,,,,
4972,Q497146,,,,,,,,,,,,South Korea,,,,,,,,,,,,,,,,,
4973,Q7410101,,,,,,,,,,,,Cambodia,,,,,,,,,,,,,,,,,
4974,Q12511888,Malacca sultanate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4975,Q1628520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ritual
4976,Q626281,,,,,,,,,,,,South Korea,,,,,,,,,,,,,,,,,
4977,Q111008220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4978,Q3229035,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
4979,Q2471,,,,,,,,,,,,Yemen,,,,,صنعاء,,,,,,,,,,,,
4980,Q956444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ritual
4981,Q5278,,Gauls,,,,,,,,,,France,,,,,,,,,,,,,,,,,
4982,Q1348106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,animation
4983,Q1151844,,,,,,,,,,,,Japan,,Tokugawa shogunate,,,,,,,,,,,,,,,gun'yaku
4984,Q531789,,,,,,,,,,,,Portugal,,,,,,,,,,,,,,,,,
4985,Q24665,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
4986,Q929866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4987,Q509900,,,,,,,comics,,,,,,,,,,,,,,,,atheism,,,,,,
4988,Q174,,,,,,,,,,,,Brazil,,,,São Paulo,São Paulo,,,,,,,,,,,,
4989,Q546295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4990,Q43144,,,,,,,,,,,,,,,,,,,,,,,Catholicism,Republican Party,,,,,
4991,Q114667,,,,,,,,,,,,,,,,,,,,,,,,The Greens – The Green Alternative,,,,,
4992,Q172827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clothing
4993,Q322781,,,,,,,,,,,,,,,,,ꦱꦫꦸꦁ,,,,,,,,,,,,clothing
4994,Q3950598,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,dish
4995,Q6410362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concrete
4996,Q63317,,,,,,,pop music,,,,,,,,,,,,,,,,,,,,,,
4997,Q2709,,,,,,,industrial music,,,,,,,,,,,,,,,,atheism,,Entourage,,,,
4998,Q444559,,,,,,,,,,,,,,,,,,,,,,,,,Athens Epidaurus Festival,,,,
4999,Q3631386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5000,Q691960,,,,,,,,,,,,,,,,metropolitan area,,,,,,,,,,,,,city
5001,Q208088,,,,,,,,,,,,,,,,,,,,,,,Hinduism,,,,,,death by burning
5002,Q569235,United States,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
5003,Q118214022,,,,,,,,,,,,,,,,,,,,,,,,Bharatiya Janata Party,,,,,
5004,Q89026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5005,Q2054216,France,,,,,,,,,,,,,,,,sauce ravigote,French cuisine,,,,,,,,,,,sauce
5006,Q2227054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cook
5007,Q4120440,,,,,,,,,,,,Saudi Arabia,,,,,,,,,,,,,,,,,
5008,Q20393433,,,,,,,,,,,,Saudi Arabia,,,,,,,,,,,,,,,,,government
5009,Q12214803,,,,,,,,,,,,Saudi Arabia,,,,,,,,,,,,,,,,,traditional costume
5010,Q57036,Finland,,,,,,,,,,,,,,,,,,,,sauning,,,,,,,,building
5011,Q95117,United States,,,,English,,,,,,,,,,,,,,,,,,,,,,,,
5012,Q896635,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,,milestone
5013,Q51328,,,,,,,,,,,,,,,,,,,,,,,Islam,,,,,,
5014,Q376511,,,,,,,,,,,,Switzerland,,,,,,,,,,,,,,,,,
5015,Q7389010,,,,,,,,,,,,Australia,,,,,,,,,,,,,,,,,
5016,Q539471,,,,,,,,,,,,German Democratic Republic,,,,,,,,,,,,,Q3692035,,,,
5017,Q166107,,,,,,,,,,,,Switzerland,,,,,,,,,,,,,,,,,
5018,Q1415022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building material
5019,Q1423453,,,,,,,,,,,,,,,,Zhiqing literature,伤痕文学,,,,,,,,,,,,
5020,Q7430514,,,,,,,,,,,,Australia,,,,,,,,indigenous Australians,,,,,,,,,tree
5021,Q2263701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5022,Q666572,,,,,,,,,,,,Switzerland,,,,list of cultural properties in Münchenstein,,,,,,,,,,,,,
5023,Q66991,,,,German,,,,,,,,Switzerland,,,,RPV Brugg Regio,,,,,,,,,,,,,
5024,Q65083733,,,,,,,,,,,,,,,,,,,,,,,Christianity,,,,,,schism
5025,Q1473981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tradition
5026,Q477607,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,,
5027,Q2247208,Germany,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,,food
5028,Q1775755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,musical group
5029,Q1407578,,,,,,Italian Renaissance,,,,,,Italy,,,,,,,,,,,,,,,,,
5030,Q584084,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5031,Q1367277,,,,,,,,,,,,Portugal,,,,,,,,,,,,,,,,,
5032,Q16532,,,,,,,,,,,,Switzerland,,,,,,,,,,,,,,,,,
5033,Q16539,,,,,,,,,,,,Switzerland,,,,,Schreckhorn,,,,,,,,,,,,
5034,Q254866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,folk dance
5035,Q2252452,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,food
5036,Q11871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,folk tale
5037,Q30429,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,,
5038,Q366163,,,,,,,,,,,,Switzerland,,,,,,,,,,,,,,,,,
5039,Q685162,Germany,,,,,,LGBTI+ related media,LGBT,,,,Germany,,,,,Schwules Museum,,,,,,,,,,,,
5040,Q165037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gesture
5041,Q192864,United States,,,,English,,,science,,,,,,,,,,,,,,,,,,,,,
5042,Q588140,,,,,,,,science,,,,,,,,,,,,,,,,,,,,,museum
5043,Q193626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5044,Q131036,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5045,Q720916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5046,Q766271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plantae
5047,Q24623944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,motion
5048,Q1328335,,,,,,,,,,,,Canada,,,,,,,,,,,,,,,,,
5049,Q32521,,,,,,,,,,,,United Kingdom,,Scotland,,UK statistical system,,,,,,,,,,,,,
5050,Q112077124,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,automobile manufacturer
5051,Q1381535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,actor
5052,Q28389,,,,,,,script,,,,,,,,,,,,,,,,,,,,,,writer
5053,Q181319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,demo effect
5054,Q2293148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trail
5055,Q7439467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,early Christian art and architecture
5056,Q3578343,,,,,,,,,,,,,,,,Expressionism,,,,,,,,,,,,,
5057,Q1934690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,echinoderm as food
5058,Q3243230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,textile
5059,Q834066,,,,,,,public art,,,,,United States,,,,,,,,,,,,,,,,,
5060,Q7440642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,transport
5061,Q1963750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,textile
5062,Q31549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5063,Q16465938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,river
5064,Q556411,,,,,,,,,,,,Russia,,,,,,,,,,,,,,,,,
5065,Q57535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5066,Q306,,,,,,,,,,,,,,,,,,,,,,,Catholicism,independent politician,APEC Indonesia 2013,,,,
5067,Q6123113,,,,,,,,,,,,,,,,Ecuadorian cuisine,,,,,,,,,,,,,dish
5068,Q2777255,,,,,,,,,,,,,,Israel,,,,,,,,,,,,,,,
5069,Q7443754,,,,,,,,,,,,,,,,history of philosophy,,,,,,,,,,,,,philosophy
5070,Q3477182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
5071,Q4116373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,law
5072,Q882788,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,,
5073,Q2622627,,,,,,,,,,,,Grand Principality of Moscow,,,,,,,,,,,,,,,,,
5074,Q216920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,world view
5075,Q5779171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,government agency
5076,Q2167404,,,,,,,,,,,,,,,,risk management,,,,,,,,,,,,,policy
5077,Q7445652,,,,,,,,,,,,,,,,forest,,,,,,,,,,,,,tree
5078,Q1415108,,,,,Hebrew,,,,,,,,,,,,,,,,,,,,,,,,book
5079,Q2266428,,,,,English,,,,,,,Germany,,,,,,,,,,,,,,,,,
5080,Q2309126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,construction
5081,Q3739522,,,,,,,,personal development,,,,,,,,,,,,,,,,,,,,,book
5082,Q149985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,publishing company
5083,Q745301,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,,
5084,Q77005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5085,Q67476,,,,Italian,,,,,,,,Switzerland,,,,,,,,,,,,,,,,,
5086,Q738961,,,,,,,,,,,,,,,,phanerophyte,,,,,,,,,,,,,Plantae
5087,Q115755619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rapid transit
5088,Q7449406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,documentary
5089,Q14688071,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,
5090,Q15686806,,,,,,,,,,,,,,,,senate,,,,,,,,,,,,,politician
5091,Q67435,,,,,,,,,,,,Switzerland,,,,,,,,,,,,,,,,,
5092,Q7450649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician
5093,Q7450743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,film producer
5094,Q112303966,Japan,,,,Japanese,,yaoi,,,,,,,,,,,,,,,,,,,,,,
5095,Q113577643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5096,Q25098580,,,,,,,,,,,,,,,,,,,,,sentence,,,,,,,,policy
5097,Q15276545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organism
5098,Q3089201,,,,,,,,,,,,Colombia,,,,,,,,,,,,,,,,,
5099,Q1442,,,,,,,,,,,,,,,,,,,,,,,ancient Roman religion,,,,,,
5100,Q1975652,,,,,,,,,,,,,redwood,,,,,,,,,,,,,,,,tree
5101,Q1810654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Byzantine architecture
5102,Q3479143,,,,,,,,,,,,Indonesia,,,,,,,,,,,,,,,,,tradition
5103,Q55190,,,,,,,,,,,,,,,,,,,,,,,,Communist Party of the Soviet Union,,,,,
5104,Q31628,,,,,,imaginism,lyric poetry,,,,,,,,,,,,,,,,,,,,,,
5105,Q12103,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,,
5106,Q864650,Turkey,,,,,,,,,,,,,,,silk industry,,,,,,,,,,,,,animal husbandry
5107,Q7455127,,,,,,,,,,,,,,,Skirt dance,,,,,,,,,,,,,,dance
5108,Q54882,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,,
5109,Q1912748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building
